Province/State,Country/Region,Last_Update,Latitude,Longitude,Confirmed,Deaths,Recovered
Louisiana,US,3/22/20 23:45,0.0,0.0,50,0,0
Louisiana,US,3/22/20 23:45,30.40942847,-89.95642711,22,0,0
Louisiana,US,3/22/20 23:45,30.53842039,-91.09777565,18,0,0
Louisiana,US,3/22/20 23:45,32.57991587,-93.88375652,15,0,0
Louisiana,US,3/22/20 23:45,29.87761636,-89.51887093,12,0,0
Louisiana,US,3/22/20 23:45,30.20406249,-90.91328409999998,12,0,0
Louisiana,US,3/22/20 23:45,29.52470226,-90.40976986,11,0,0
Louisiana,US,3/22/20 23:45,29.37343766,-90.82626855,11,0,0
Louisiana,US,3/22/20 23:45,30.12597499,-90.4753503,9,0,0
Louisiana,US,3/22/20 23:45,29.90709658,-90.35555967,7,0,0
Louisiana,US,3/22/20 23:45,30.2049055,-92.06959876,6,0,0
Louisiana,US,3/22/20 23:45,32.67932307,-93.60460152,5,0,0
Louisiana,US,3/22/20 23:45,29.42245447,-89.60322085,4,0,0
Louisiana,US,3/22/20 23:45,30.22931235,-93.35400434,4,0,0
Louisiana,US,3/22/20 23:45,30.46058217,-91.30989571,3,0,0
Louisiana,US,3/22/20 23:45,30.59724262,-92.00135806,3,0,0
Louisiana,US,3/22/20 23:45,30.62888673,-90.40664996,3,0,0
Louisiana,US,3/22/20 23:45,30.85288548,-90.03866652,2,0,0
Louisiana,US,3/22/20 23:45,29.86803617,-91.75871777,2,0,0
Louisiana,US,3/22/20 23:45,30.25734305,-91.3499598,2,0,0
Louisiana,US,3/22/20 23:45,30.44143993,-90.73061664,2,0,0
Louisiana,US,3/22/20 23:45,31.19778499,-92.52997303,2,0,0
Louisiana,US,3/22/20 23:45,32.05457447,-93.74130302,2,0,0
Louisiana,US,3/22/20 23:45,30.72985248,-92.39915924,2,0,0
Louisiana,US,3/22/20 23:45,32.47645559,-92.15704172,2,0,0
Louisiana,US,3/22/20 23:45,30.02531716,-90.80212061,1,1,0
Louisiana,US,3/22/20 23:45,29.89946234,-91.06461642,1,0,0
Louisiana,US,3/22/20 23:45,32.70847669,-93.33121835,1,0,0
Louisiana,US,3/22/20 23:45,31.66778967,-91.84526385,1,1,0
