Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,2,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Tennessee,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,182,2,0
Wisconsin,US,3/22/20 23:45,61,0,0
Wisconsin,US,3/22/20 23:45,30,0,0
Wisconsin,US,3/22/20 23:45,16,1,0
Wisconsin,US,3/22/20 23:45,14,0,0
Wisconsin,US,3/22/20 23:45,13,1,0
Wisconsin,US,3/22/20 23:45,10,0,0
Wisconsin,US,3/22/20 23:45,6,0,0
Wisconsin,US,3/22/20 23:45,5,0,0
Wisconsin,US,3/22/20 23:45,5,0,0
Wisconsin,US,3/22/20 23:45,5,0,0
Wisconsin,US,3/22/20 23:45,4,0,0
Wisconsin,US,3/22/20 23:45,4,0,0
Wisconsin,US,3/22/20 23:45,3,0,0
Wisconsin,US,3/22/20 23:45,3,0,0
Wisconsin,US,3/22/20 23:45,3,0,0
Wisconsin,US,3/22/20 23:45,2,0,0
Wisconsin,US,3/22/20 23:45,2,0,0
Wisconsin,US,3/22/20 23:45,2,0,0
Wisconsin,US,3/22/20 23:45,2,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Wisconsin,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,125,1,0
Ohio,US,3/22/20 23:45,34,0,0
Ohio,US,3/22/20 23:45,23,0,0
Ohio,US,3/22/20 23:45,19,0,0
Ohio,US,3/22/20 23:45,19,0,0
Ohio,US,3/22/20 23:45,18,0,0
Ohio,US,3/22/20 23:45,17,0,0
Ohio,US,3/22/20 23:45,13,0,0
Ohio,US,3/22/20 23:45,10,0,0
Ohio,US,3/22/20 23:45,10,0,0
Ohio,US,3/22/20 23:45,7,1,0
Ohio,US,3/22/20 23:45,6,0,0
Ohio,US,3/22/20 23:45,6,0,0
Ohio,US,3/22/20 23:45,5,0,0
Ohio,US,3/22/20 23:45,5,0,0
Ohio,US,3/22/20 23:45,3,0,0
Ohio,US,3/22/20 23:45,3,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,2,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,1,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Ohio,US,3/22/20 23:45,1,0,0
Connecticut,US,3/22/20 23:45,208,5,0
Connecticut,US,3/22/20 23:45,54,1,0
Connecticut,US,3/22/20 23:45,29,0,0
Connecticut,US,3/22/20 23:45,14,2,0
Connecticut,US,3/22/20 23:45,12,0,0
Connecticut,US,3/22/20 23:45,6,0,0
