Country_Region,Confirmed,Deaths,Last_Update,Latitude,Longitude,Province_State,Recovered
China,5.0,0.0,1/24/20 17:00,35.394,109.188,Shaanxi,0.0
China,4.0,1.0,1/24/20 17:00,47.1216,128.7382,Heilongjiang,0.0
China,4.0,0.0,1/24/20 17:00,41.9437,122.529,Liaoning,0.0
China,3.0,0.0,1/24/20 17:00,26.843000000000004,107.2903,Guizhou,0.0
China,3.0,0.0,1/24/20 17:00,43.152,126.4371,Jilin,0.0
China,2.0,0.0,1/24/20 17:00,,,Ningxia,0.0
China,2.0,1.0,1/24/20 17:00,37.8957,114.9042,Hebei,0.0
China,2.0,0.0,1/24/20 17:00,35.7518,104.2861,Gansu,0.0
China,2.0,0.0,1/24/20 17:00,,,Xinjiang,0.0
China,1.0,0.0,1/24/20 17:00,,,Shanxi,0.0
China,1.0,0.0,1/24/20 17:00,43.3782,115.0595,Inner Mongolia,0.0
China,0.0,0.0,1/24/20 17:00,35.7448,96.4077,Qinghai,0.0
China,761.0,40.0,1/25/20 17:00,30.7378,112.2384,Hubei,32.0
China,78.0,0.0,1/25/20 17:00,23.379,113.7633,Guangdong,2.0
China,62.0,0.0,1/25/20 17:00,29.1416,119.7889,Zhejiang,1.0
China,57.0,0.0,1/25/20 17:00,29.4316,106.9123,Chongqing,0.0
China,43.0,0.0,1/25/20 17:00,27.6253,111.8569,Hunan,0.0
China,41.0,0.0,1/25/20 17:00,40.2374,116.2305,Beijing,2.0
China,39.0,0.0,1/25/20 17:00,30.6007,117.9249,Anhui,0.0
China,33.0,0.0,1/25/20 17:00,31.2192,121.4456,Shanghai,1.0
China,32.0,0.0,1/25/20 17:00,34.2904,113.3824,Henan,0.0
China,28.0,0.0,1/25/20 17:00,30.2638,102.8055,Sichuan,0.0
China,27.0,0.0,1/25/20 17:00,,,Shandong,0.0
China,23.0,0.0,1/25/20 17:00,23.7248,108.8076,Guangxi,0.0
China,19.0,0.0,1/25/20 17:00,19.5664,109.9497,Hainan,0.0
China,18.0,0.0,1/25/20 17:00,27.0875,114.9042,Jiangxi,0.0
China,18.0,0.0,1/25/20 17:00,26.4837,117.9249,Fujian,0.0
China,18.0,0.0,1/25/20 17:00,33.1402,119.7889,Jiangsu,1.0
China,17.0,0.0,1/25/20 17:00,41.9437,122.529,Liaoning,0.0
China,15.0,0.0,1/25/20 17:00,35.394,109.188,Shaanxi,0.0
China,11.0,0.0,1/25/20 17:00,24.4753,101.3431,Yunnan,0.0
China,10.0,0.0,1/25/20 17:00,39.3434,117.3616,Tianjin,0.0
China,9.0,1.0,1/25/20 17:00,47.1216,128.7382,Heilongjiang,0.0
China,8.0,1.0,1/25/20 17:00,37.8957,114.9042,Hebei,0.0
China,7.0,0.0,1/25/20 17:00,43.3782,115.0595,Inner Mongolia,0.0
China,6.0,0.0,1/25/20 17:00,,,Shanxi,0.0
China,4.0,0.0,1/25/20 17:00,26.843000000000004,107.2903,Guizhou,0.0
China,4.0,0.0,1/25/20 17:00,43.152,126.4371,Jilin,0.0
China,4.0,0.0,1/25/20 17:00,35.7518,104.2861,Gansu,0.0
China,3.0,0.0,1/25/20 17:00,,,Ningxia,0.0
China,3.0,0.0,1/25/20 17:00,,,Xinjiang,0.0
China,1.0,0.0,1/25/20 17:00,35.7448,96.4077,Qinghai,0.0
China,1058.0,52.0,1/26/20 16:00,30.7378,112.2384,Hubei,42.0
China,111.0,0.0,1/26/20 16:00,23.379,113.7633,Guangdong,2.0
China,104.0,0.0,1/26/20 16:00,29.1416,119.7889,Zhejiang,1.0
China,83.0,1.0,1/26/20 16:00,34.2904,113.3824,Henan,0.0
China,75.0,0.0,1/26/20 16:00,29.4316,106.9123,Chongqing,0.0
China,69.0,0.0,1/26/20 16:00,27.6253,111.8569,Hunan,0.0
China,68.0,0.0,1/26/20 16:00,40.2374,116.2305,Beijing,2.0
China,60.0,0.0,1/26/20 16:00,30.6007,117.9249,Anhui,0.0
China,46.0,0.0,1/26/20 16:00,,,Shandong,0.0
China,44.0,0.0,1/26/20 16:00,30.2638,102.8055,Sichuan,0.0
China,40.0,1.0,1/26/20 16:00,31.2192,121.4456,Shanghai,1.0
China,36.0,0.0,1/26/20 16:00,23.7248,108.8076,Guangxi,0.0
China,36.0,0.0,1/26/20 16:00,27.0875,114.9042,Jiangxi,0.0
China,35.0,0.0,1/26/20 16:00,26.4837,117.9249,Fujian,0.0
China,33.0,0.0,1/26/20 16:00,33.1402,119.7889,Jiangsu,1.0
China,22.0,0.0,1/26/20 16:00,19.5664,109.9497,Hainan,0.0
China,22.0,0.0,1/26/20 16:00,35.394,109.188,Shaanxi,0.0
China,21.0,0.0,1/26/20 16:00,41.9437,122.529,Liaoning,0.0
China,16.0,0.0,1/26/20 16:00,24.4753,101.3431,Yunnan,0.0
China,15.0,1.0,1/26/20 16:00,47.1216,128.7382,Heilongjiang,0.0
China,14.0,0.0,1/26/20 16:00,39.3434,117.3616,Tianjin,0.0
China,13.0,1.0,1/26/20 16:00,37.8957,114.9042,Hebei,0.0
China,9.0,0.0,1/26/20 16:00,,,Shanxi,0.0
China,7.0,0.0,1/26/20 16:00,43.3782,115.0595,Inner Mongolia,0.0
China,7.0,0.0,1/26/20 16:00,35.7518,104.2861,Gansu,0.0
China,5.0,0.0,1/26/20 16:00,26.843000000000004,107.2903,Guizhou,0.0
China,4.0,0.0,1/26/20 16:00,,,Ningxia,0.0
China,4.0,0.0,1/26/20 16:00,43.152,126.4371,Jilin,0.0
China,4.0,0.0,1/26/20 16:00,,,Xinjiang,0.0
China,1.0,0.0,1/26/20 16:00,35.7448,96.4077,Qinghai,0.0
China,1423.0,76.0,1/27/20 23:59,30.7378,112.2384,Hubei,45.0
China,151.0,0.0,1/27/20 23:59,23.379,113.7633,Guangdong,4.0
China,128.0,0.0,1/27/20 23:59,29.1416,119.7889,Zhejiang,1.0
China,128.0,1.0,1/27/20 23:59,34.2904,113.3824,Henan,0.0
China,110.0,0.0,1/27/20 23:59,29.4316,106.9123,Chongqing,0.0
China,100.0,0.0,1/27/20 23:59,27.6253,111.8569,Hunan,0.0
China,80.0,1.0,1/27/20 23:59,40.2374,116.2305,Beijing,2.0
China,75.0,0.0,1/27/20 23:59,,,Shandong,0.0
China,72.0,0.0,1/27/20 23:59,27.0875,114.9042,Jiangxi,2.0
China,70.0,0.0,1/27/20 23:59,30.6007,117.9249,Anhui,0.0
China,69.0,0.0,1/27/20 23:59,30.2638,102.8055,Sichuan,0.0
China,59.0,0.0,1/27/20 23:59,26.4837,117.9249,Fujian,0.0
China,53.0,1.0,1/27/20 23:59,31.2192,121.4456,Shanghai,3.0
China,47.0,0.0,1/27/20 23:59,33.1402,119.7889,Jiangsu,1.0
China,46.0,0.0,1/27/20 23:59,23.7248,108.8076,Guangxi,0.0
China,35.0,0.0,1/27/20 23:59,35.394,109.188,Shaanxi,0.0
China,33.0,1.0,1/27/20 23:59,19.5664,109.9497,Hainan,0.0
China,27.0,0.0,1/27/20 23:59,41.9437,122.529,Liaoning,0.0
